Name,Formula,Annot..Source..Predicted.Compositions,Annot..Source..mzCloud.Search,Annot..Source..MassList.Search,Annot..DeltaMass..ppm.,Calc..MW,m.z,RT..min.,X..mzCloud.Results,mzCloud.Best.Match,mzCloud.Best.Match.Confidence,mzCloud.Best.Sim..Match,Mass.List.Match..metabolites.list_230424_ForCD,MS2,Area..N_FA1_000m_ldl01.raw..F167.,Area..N_FA1_000m_ldl02.raw..F206.,Area..N_FA1_000m_ldl03.raw..F245.,Area..N_FA1_000m_ldl04.raw..F284.,Area..N_FA1_000m_ldl05.raw..F323.,Area..N_FA1_000m_ldl06.raw..F362.,Area..N_FA1_000m_ldl07.raw..F401.,Area..N_FA1_000m_ldl08.raw..F439.,Area..N_FA1_000m_ldl09.raw..F477.,Area..N_FA1_000m_ldl10.raw..F519.,Area..N_FA1_000m_ldl11.raw..F559.,Area..N_FA1_000m_ldl12.raw..F597.,Area..N_FA1_000m_ldl13.raw..F635.,Area..N_FA1_000m_ldl14.raw..F675.,Area..N_FA1_000m_ldl15.raw..F715.,Area..N_FA1_000m_ldl16.raw..F754.,Area..N_FA1_000m_ldl17.raw..F795.,Area..N_FA1_000m_ldl18.raw..F836.,Area..N_FA1_000m_ldl19.raw..F877.,Area..N_FA1_000m_ldl20.raw..F918.
Glycyltyrosine,C11 H14 N2 O4,Not the top hit,No results,Full match,6.76,238.09697,237.08969,5.23,0,NA,NA,NA,Single match found,DDA for preferred ion,128422.5456,1349401.314,183434.8136,1906998.337,12480302.21,25054292.98,16415969.34,900458.7043,39899.75839,630848.1172,21502.51284,16548.00062,14363.91394,14686.31607,17209.83908,16863.30601,20122.96578,15063.69659,11890.74646,6117.300651
Glutarylglycine,C7 H11 N O5,Full match,No results,Full match,1.01,189.06391,188.05664,13.495,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,14112.36519,13862.16271,13095.2469,1122172.702,7992.996892,119074.1419,69084.56338,192309.3948,20548.21238,71332.93197,133249.9843,6093.408702,6126.8661,117272.6347,5669.115244,41194.68215,214861.8821,256872.2772,89604.30188,28413.54414
Canrenone,C22 H28 O3,No match,Invalid mass,Full match,7.35,340.20634,339.19907,2.36,1,NA,NA,77.5,Single match found,DDA for preferred ion,687361.4043,141212.367,1101788.136,570062.9978,312731.5356,100727.1923,144543.8356,871410.704,543716.5923,665063.1085,1524179.878,1539597.658,1899187.722,1336007.104,835468.4661,1346558.382,1337445.643,1686802.37,4411819.308,5506684.639
2-Indolecarboxylic acid,C9 H7 N O2,Full match,Partial match,Full match,1.04,161.04785,160.04057,8.896,2,74.4,29.9,NA,Single match found,DDA for preferred ion,430209.3614,292593.2938,227327.246,149400.6041,91965.89186,208145.0985,4062991.894,273826.8756,297539.1726,116689.5165,306152.3725,822249.7488,400912.2525,1248887.809,603310.109,546436.6184,395697.9639,520791.5985,102476.4209,117533.6183
[Similar to: 3-(2-Hydroxy-5-methoxybenzoyl)-2-(4-methylphenyl)isoindolin-1-one; ΔMass: -118.0652 Da],C11 H14 N O4 P,Full match,Invalid mass,No results,0.57,255.06619,254.05891,8.462,11,NA,NA,52.1,No matches found,DDA for preferred ion,13524.42078,22172.92886,50696.55734,14489.54512,19294.55398,49228.12278,65236.6067,15278.91597,16869.21963,16421.59114,26872.96058,85139.8745,72439.69292,17942.97702,30885.15463,33811.27793,14678.22719,178578.3459,37386.42634,17279.20464
Palmitic acid,C16 H32 O2,Full match,Full match,No results,-3.1,256.23944,255.23216,18.527,3,71.7,8.6,NA,No matches found,DDA for preferred ion,12655962.61,2419062.278,2340842.995,2795321.121,2554909.97,2712594.416,2128130.802,2630060.143,2142329.057,1417308.103,41930838.83,38727530.64,29213429.81,33464610.23,33747796.82,25456854.17,30851801.92,21495988.73,58721768.8,29857406.55
Citramalic acid,C5 H8 O5,Not the top hit,No results,Full match,9.97,148.03865,147.03137,12.146,0,NA,NA,NA,Single match found,DDA for preferred ion,4640927.149,4496213.589,6050063.464,5595247.812,3015463.47,3765080.21,70653549.29,2073462.079,371247.6277,12370073.81,54452.23441,38596.64021,39451.2353,37160.56632,33192.82131,34885.07212,42280.61626,26582.81715,48858.4857,34360.84
Citramalic acid,C5 H8 O5,Full match,No results,Full match,5.36,148.03797,147.03069,13.361,0,NA,NA,NA,Single match found,DDA for preferred ion,1720365.379,4480362.755,2386267.258,2241672.694,993942.6658,1898957.572,70653549.29,2050602.501,873140.3187,4083975.088,467842.5612,536671.8371,242715.439,587059.8792,295124.2327,513411.0471,451432.4084,505943.0329,1572838.065,255861.928
Citramalic acid,C5 H8 O5,Full match,No results,Full match,3.19,148.03765,147.03037,13.548,0,NA,NA,NA,Single match found,DDA for preferred ion,913670.4548,4473333.335,1194172.703,1157812.268,495865.6475,2019334.224,70653549.29,2050602.501,421815.2793,1847352.285,192649.5081,237480.6944,242715.439,238938.158,127150.7034,196776.9311,451432.4084,928373.2389,1101290.155,249126.6407
Quinic acid,C7 H12 O6,Not the top hit,No results,Full match,8.96,192.06511,191.05783,12.348,0,NA,NA,NA,Single match found,DDA for preferred ion,4190562.93,5397036.945,7549381.379,6772078.679,3727120.047,2249935.079,70608697.93,4985139.792,464839.1852,16470580.14,55733.40577,39066.25375,218001.1756,37612.70684,33596.68544,35309.52623,42795.05353,23558.95446,39113.3589,32409.88802
"[Similar to: 3-{3-[3,4-Dihydroxy-5-(6-oxo-1,6-dihydro-9H-purin-9-yl)tetrahydro-2-furanyl]propanoyl}benzoic acid; ΔMass: -166.2626 Da]",C H2 N2 O P2 S4,Full match,Invalid mass,No results,9.8,247.85495,246.84767,7.567,7,NA,NA,78.1,No matches found,DDA for preferred ion,48751.76039,62267.26748,60392.31195,51827.86415,140205.1057,97039.22962,202019.1707,56788.25369,54246.44785,42477.32121,109250.0799,152508.0059,107183.8606,153129.623,96337.35263,125485.2368,163488.4271,82832.94995,75611.97404,29163.61049
"3,4-Dihydroxyphenylglycol",C8 H10 O4,Not the top hit,No results,Full match,9.19,170.05947,169.0522,3.848,0,NA,NA,NA,Single match found,DDA for preferred ion,1352282.033,7052782.735,1858751.471,567314.3079,27805397.82,12958239.64,29503889.69,764578.6892,597532.0136,4644225.489,64678.21898,64290.26229,63089.92906,90752.17808,54295.54358,93478.31081,68024.93835,76192.08991,37897.60473,36220.54109
[Similar to: 4-Aminohippuric acid; ΔMass: 57.9953 Da],C5 H12 N6 O4 S,Full match,Invalid mass,No results,1.58,252.06447,251.05719,8.025,2,NA,NA,60.5,No matches found,DDA for preferred ion,49063.88033,59826.7435,65920.47046,53791.19707,104396.3764,84552.71782,157923.121,63647.51741,54443.86008,46798.44484,135859.8829,104956.5561,75145.9507,105981.6927,76314.14584,91321.57528,131828.5247,15838.81517,57209.18076,28346.33498
2-Hydroxyadipic acid,C6 H10 O5,No match,Invalid mass,Full match,9.86,162.05442,161.04714,11.845,1,NA,NA,50.7,Multiple matches found,DDA for preferred ion,1476656.647,3422430.599,6237568.818,5708488.659,4202134.997,1978230.946,48243873.93,4297138.422,541717.8717,18711339.62,34246.38142,24853.56328,23275.42946,21138.2091,20639.84485,20210.92472,22430.80904,18460.80189,32782.69475,19448.40198
[Similar to: Acamprosate; ΔMass: 0.0447 Da],C6 H16 N O3 P,Full match,Invalid mass,No results,-6.89,181.08553,180.07825,4.336,6,NA,NA,61.8,No matches found,DDA for preferred ion,2368343.843,14179317.4,3538232.343,4347370.073,49266333.98,5338839.928,66013271.12,4095973.91,868014.8636,3899210.441,37747.5192,113215.4262,109675.5279,71860.87277,87179.95897,74797.12321,57963.77678,51834.57341,78781.65713,41484.98081
2-Hydroxybenzaldehyde,C7 H6 O2,Full match,No results,Full match,-1.64,122.03658,121.0293,3.761,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,5196296.809,2962537.941,4410608.911,3524670.965,10785494.61,6878911.207,24175199.28,4837962.599,5030061.83,4799050.49,9323310.118,5405023.098,5990962.004,5217822.254,4086335.612,4066159.673,2804939.866,1329620.83,1402581.563,733211.1568
Xanthosine,C10 H12 N4 O6,Not the top hit,No results,Full match,0.08,284.07571,283.06843,10.666,0,NA,NA,NA,Single match found,DDA for preferred ion,13816.50104,11247.38118,89763.21129,14851.28356,24591.10109,70305.86403,134882.3338,14039.54406,12875.50128,25175.06959,50823.35727,23757.7351,66900.19595,43276.12206,18123.97159,93247.32211,58985.13545,118527.6603,20843.49925,16664.7399
Canrenone,C22 H28 O3,Not the top hit,Invalid mass,Full match,8.98,340.2069,339.19962,1.913,2,NA,NA,59.1,Single match found,DDA for preferred ion,3955229.102,2691767.444,12002698.66,11718534.68,2007404.035,9038755.175,5344300.113,21843452.9,15151178.04,21839305.26,11810507.94,10695018.64,10752783.75,8334236.904,5663354.014,3026000.895,1459514.275,7100773.661,25767590.18,4684277.652
[Similar to: Acamprosate; ΔMass: 0.0211 Da],C4 H12 N3 O3 P,Full match,Invalid mass,No results,1.91,181.06197,180.0547,3.863,6,NA,NA,61.8,No matches found,DDA for preferred ion,121864.738,66010.03991,874200.7111,478950.9751,271993.8114,48159.46713,208953.5414,72014.96608,207639.2493,395802.6629,16907.52771,68003.72814,49724.16603,32405.81931,32696.31737,138250.9016,32014.32696,111332.2157,42912.97251,170310.3871
"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde",C17 H16 O8,No match,No results,Full match,3.46,348.08572,347.07845,8.315,0,NA,NA,NA,Single match found,DDA for preferred ion,8807.320586,19858.5649,19965.62866,20403.97293,24690.80711,29263.73496,69817.19004,23420.32586,9358.140604,16987.23724,5094.135454,6766.902245,5050.361441,28296.44195,4148.022808,24426.65549,9212.460776,3230.897804,22391.76914,11130.3848
Glutamylalanine,C8 H14 N2 O5,Full match,No results,Full match,7.96,218.09201,217.08473,8.508,0,NA,NA,NA,Single match found,DDA for preferred ion,1196947.868,2555088.839,3970769.859,2095644.044,8509482.609,3956618.683,23376294.93,1671839.844,566990.1705,5076835.05,49795.63776,121971.7679,53856.61142,358409.9652,42036.23076,286627.4109,96321.12137,31502.07451,208158.9117,93052.49764
Canrenone,C22 H28 O3,No match,Invalid mass,Full match,7.88,340.20652,339.19925,5.35,1,NA,NA,81.8,Single match found,DDA for preferred ion,230007.3255,605986.0026,261310.0551,237414.011,458642.1715,252136.7892,65769.62511,252525.4024,269607.8662,84260.99646,2533467.75,1490937.259,1076706.838,1468713.412,1709774.104,1653454.944,2141076.934,14640514.44,2067222.979,904377.832
Glycyltyrosine,C11 H14 N2 O4,Not the top hit,No results,Full match,7.16,238.09706,237.08978,5.769,0,NA,NA,NA,Single match found,No MS2,136819.8774,1386996.999,57321.1016,275763.5915,14184146.9,25054292.98,19599324.6,645214.5027,100307.4629,631714.5677,46546.7193,61542.41998,46599.15957,52345.31819,46383.18358,48261.59802,47923.02372,35149.70817,42833.59115,14578.47349
Demethylated antipyrine,C10 H10 N2 O,Unused,No results,Full match,-0.66,174.0792,173.07192,3.822,0,NA,NA,NA,Multiple matches found,DDA for preferred ion,465069.9858,2451757.291,409705.0506,398849.945,12947321.1,6276636.66,11432938.74,1976807.801,184429.1869,2288498.209,15550.05895,20007.74017,19634.18507,28242.93966,16897.28879,29091.33806,21170.00682,23711.70195,11794.09449,11272.17636
Glycine,C2 H5 N O2,Full match,Full match,No results,1.6,75.03215,74.02487,5.871,2,90,9.5,NA,No matches found,DDA for preferred ion,564910.9219,6618896.298,268248.6173,339764.3098,7929773.139,1822680.832,4385812.562,268670.1083,181328.0046,4852899.718,1271032.797,73746.92238,54527.37262,60275.65666,84708.43132,76759.16735,72936.52611,14042.16856,32531.24829,19598.507
Pyrimidine,C4 H4 N2,Full match,No results,Full match,3.1,80.0377,79.03042,1.096,0,NA,NA,NA,Single match found,DDA for preferred ion,1182759.87,1812530.843,3985591.887,1905877.696,14838064.99,5092638.709,25758862.72,5121048.372,1621390.911,4209148.708,180654.0551,107756.3615,185624.2785,86763.429,123379.3172,97479.99246,93495.89079,93130.90773,13494.24014,20244.55411
Cyclocalopin F,C15 H18 O6,Not the top hit,No results,Full match,0.48,294.11048,293.1032,6.157,0,NA,NA,NA,Single match found,DDA for preferred ion,18135.85149,37721.70669,20659.16992,19131.30068,155835.8321,91313.37455,210493.3624,22902.6104,19450.84884,115113.9772,33050.2568,43811.37292,33450.91587,36199.73319,28227.88502,32616.79049,31774.28061,24482.09668,180099.6732,15819.30459
N-Glycolylneuraminic acid,C11 H19 N O10,Not the top hit,Full match,No results,1.23,325.1013,324.09402,14.307,1,76.1,67,NA,No matches found,DDA for preferred ion,15794.30767,25756.29921,24025.08366,34677.08933,4859.806504,10407.54555,24503.40167,77766.40324,57913.07127,78621.41889,11736.85379,5386.458201,4767.897002,5076.732874,5002.068377,6218.813658,10798.47874,3280.759673,11587.7986,11197.57233
[Similar to: Taurochenodeoxycholic acid; ΔMass: -288.2454 Da],C6 H13 N O5 S,Full match,Invalid mass,No results,-0.34,211.05137,210.04409,3.688,6,NA,NA,61.4,No matches found,DDA for preferred ion,80017.40298,27745.75612,101247.1229,93025.62277,167733.6237,63793.32703,904206.9823,175589.5164,85325.01514,195045.6187,73752.1937,160806.4473,155704.834,88094.3856,37221.37105,60462.94776,168463.5332,143128.432,40494.5777,42112.94448
Succinylcarnitine,C11 H19 N O6,Not the top hit,No results,Full match,-1.6,261.12082,260.11354,3.146,0,NA,NA,NA,Single match found,DDA for preferred ion,51986.29691,45517.01045,148576.3515,84568.93876,1574125.944,43355.54832,608770.7922,126278.763,210081.0187,186226.0051,6633.122699,37951.72829,49042.57297,84792.42948,42869.94322,64859.64544,17063.27143,301300.884,4719.786402,152262.3061
"[Similar to: (14E,16S,17S)-8-(4-Morpholinyl)-17-[2-(4-morpholinyl)-2-oxoethyl]-12-oxa-1,4-diazatricyclo[14.3.1.06,11]icosa-6,8,10,14-tetraen-2-one; ΔMass: -269.1879 Da]",C10 H15 N O5,Full match,Invalid mass,No results,5.48,229.09628,228.089,12.22,15,NA,NA,54,No matches found,DDA for preferred ion,2713501.079,4607472.376,5986379.702,5943583.732,3287166.672,1886484.477,68144577.63,4449476.606,403283.9812,12099080.48,23961.19136,17290.5779,17673.42063,16647.24347,14869.76741,15627.86434,18940.93075,10427.10519,17311.42647,14342.33711
4-Hydroxyphenylpyruvic acid,C9 H8 O4,Full match,No results,Full match,-0.94,180.04209,179.03481,2.712,0,NA,NA,NA,Single match found,DDA for preferred ion,1742212.669,662243.8627,686788.9289,376112.2452,63417.08846,187160.1553,188809.123,503411.7423,1093164.176,569927.1425,708926.2211,1206790.336,803715.7242,465299.8761,442378.0096,260184.8558,836047.1059,1333521.241,368142.9866,198440.1004
Myristyl sulfate,C14 H30 O4 S,No match,Invalid mass,No results,-12.61,294.18277,293.17549,3.431,1,51.9,25.4,NA,No matches found,DDA for preferred ion,1986085.286,534464.169,3506450.625,4460552.738,1260705.973,1415535.947,1615009.979,5069959.304,756845.9191,4410283.958,23471616.68,13556589.58,12897298.53,13498560.89,18006254.93,17219232.01,20788524.52,3842634.095,67743527.21,14593419.84
N-acetyl-L-2-aminoadipate(2-),C8 H13 N O5,Not the top hit,No results,Full match,8.6,203.08112,202.07384,3.081,0,NA,NA,NA,Single match found,DDA for preferred ion,655145.232,6670974.945,1447404.461,1550358.704,21985979.69,4333747.392,23732099.75,463321.9762,633019.3348,9031902.901,25654.98552,46414.70535,24463.76594,36837.53549,30986.66025,42520.75067,35358.89931,24920.6583,22104.98855,20397.63097
2-Methylbutyrylglycine,C7 H13 N O3,Full match,Partial match,Full match,1.73,159.08982,158.08254,3.575,1,58.7,7.9,NA,Multiple matches found,DDA for preferred ion,101528.3331,49032.87627,53093.02327,23179.97318,167305.8254,135300.4677,233675.2797,115183.9736,82676.75311,132900.8559,129718.6794,201391.8542,118280.3796,142925.27,141262.2924,333850.0894,144984.4844,552659.834,209965.4052,53115.03296
2-Hydroxy-3-methylbutyric acid,C5 H10 O3,Full match,No results,Full match,1.25,118.06314,117.05587,3.102,0,NA,NA,NA,Single match found,DDA for preferred ion,1390911.193,2069648.837,4134544.183,561452.9436,808801.1041,3322196.209,47677334.65,3785458.666,4008777.61,2839464.251,2468455.992,3904625.704,3002464.545,2907753.681,2415855.891,3332772.822,5814385.098,2529565.297,2209598.916,1106537.279
"[Similar to: thiophene-2-carbaldehyde 2-[5-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-1,3-thiazol-2-yl]hydrazone; ΔMass: -259.9962 Da]",C4 H7 N3,Full match,Invalid mass,No results,3.36,97.06432,96.05705,1.261,14,NA,NA,59.4,No matches found,DDA for preferred ion,2821208.159,5693570.666,10683355.04,10605383.3,19676027.99,9537117.318,12303922.8,10680997.34,3355186.934,11162786.66,12309.42086,13774.24493,10549.06493,12448.59908,10413.41754,10970.33429,10380.63307,7636.329669,15218.72464,7768.234981
ethylmethylmaleimide  isomer,C7 H9 N O2,Full match,No results,Full match,-0.13,139.06331,138.05603,2.352,0,NA,NA,NA,Single match found,DDA for preferred ion,476910.2326,356355.0632,67394.5276,56837.42891,248366.4709,106389.0338,2000077.857,174156.643,153446.988,273097.1922,161136.3068,224969.244,281159.3129,86435.42305,104094.269,183596.5007,181203.2678,117594.862,54720.36786,173768.9718
[Similar to: 4-{[2-(4-fluorophenyl)-2-oxoethyl]amino}-4-oxobutanoic acid; ΔMass: -135.0481 Da],C4 H6 O4,Full match,Invalid mass,No results,3.09,118.02697,117.0197,21.878,2,NA,NA,60.4,No matches found,DDA for preferred ion,48285963.11,46776625.2,52402422.77,46097555.74,45127751.39,44275922.08,67026359.3,56599867.87,43920129.16,56660049.16,2106408.416,2662579.25,1754148.466,2483800.862,540048.0396,2086320.003,2173012.445,1969989.855,4350378.103,994576.661
Elaidic acid,C18 H34 O2,Full match,Not the top hit,Full match,-1.72,282.2554,281.24812,2.984,2,59.9,8,NA,Multiple matches found,DDA for preferred ion,2509574.612,2108013.4,1477911.445,765579.8868,1059415.848,4124086.443,1000636.868,7082373.009,1098861.941,5836245.98,13551457.02,15272966.29,8418012.985,6321456.197,5157359.744,5966266.889,3274190.486,1568644.261,8938131.85,6473404.733
"all-cis-4,7,10,13,16-Docosapentaenoic acid",C22 H34 O2,Full match,Full match,No results,0.1,330.25591,329.24864,2.114,2,78.6,48.2,NA,No matches found,DDA for preferred ion,7086580.627,7935150.816,10075992.24,17446914.95,1291642.553,8370279.471,6763680.787,19979184.84,8339023.406,14556577.37,9636105.621,7736110.274,7196029.336,5451128.317,4391913.495,6514487.373,6882862.691,2886289.772,2971358.972,3143397.6
Ethyl glucuronide,C8 H14 O7,Full match,No results,Full match,0.7,222.07411,221.06683,14.573,0,NA,NA,NA,Single match found,DDA for preferred ion,272896.5162,247012.3772,293074.5161,273962.3826,107257.8774,202538.5205,2151766.648,411691.1877,240774.3698,204367.8987,608512.4725,578406.2565,416608.6029,663987.3984,371704.7129,515516.3234,509266.6221,44751.52182,1161337.768,218247.8956
Urocanic acid,C6 H6 N2 O2,Full match,Full match,No results,3.23,138.04337,137.0361,16.019,1,56.2,7.8,NA,No matches found,DDA for preferred ion,23439181.75,13351060.23,12376486.05,11960672.63,6187455.716,5130740.562,66590603.07,12200733.8,3546588.879,9425058.839,1117057.212,1160344.711,707939.3052,837681.6583,802901.4466,798824.5411,714771.3822,659545.9162,1934362.505,813093.0151
3-(2-Hydroxyphenyl)propanoic acid,C9 H10 O3,Full match,Invalid mass,Full match,-0.24,166.06295,165.05568,2.936,5,NA,NA,53,Multiple matches found,DDA for preferred ion,2588449.878,2627344.372,663307.3446,1742732.298,13644936.49,6929570.158,65686164.71,2012155.44,540914.7706,2380282.482,1333961.751,1106256.601,602519.0734,931615.131,733466.8895,876769.2047,1888846.281,767155.7203,736000.1558,13220.13915
Imidazolepropionic acid,C6 H8 N2 O2,Full match,No results,Full match,3.12,140.05901,139.05174,3.33,0,NA,NA,NA,Single match found,DDA for preferred ion,1117966.062,3890881.484,1884619.369,969149.617,10144443.98,1091517.144,66370842.12,2034559.69,450434.7089,12967251.05,128358.2261,63892.03198,8489.072111,45406.15257,31041.78095,11269.26131,26257.79308,10413.18568,50943.38368,15588.70411
"[Similar to: 1-(5-{5-[(2S)-1-(1-Acetyl-4-piperidinyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-2-pyridinyl)-4-piperidinecarboxamide; ΔMass: -205.1699 Da]",C13 H14 N2 O4,Full match,Invalid mass,No results,-2.82,262.09462,261.08734,8.184,2,NA,NA,54.6,No matches found,DDA for preferred ion,71964.23297,89119.2138,96769.1061,78919.36814,131745.5541,120228.7778,845334.4802,88056.98855,79083.15801,71521.22905,79496.39216,128100.0587,99815.43122,149018.7263,30548.2008,126313.2315,179350.2286,21097.05517,86547.74952,42553.10809
1-Isothiocyanato-8-(methylthio)octane,C10 H19 N S2,No match,No results,Full match,-1.64,217.09553,216.08826,8.93,0,NA,NA,NA,Single match found,DDA for preferred ion,2140062.73,3966161.599,5525043.327,3937669.647,4103695.729,413911.9079,38427526.72,5325870.55,758491.2726,4412465.771,17848.72261,102080.2397,22884.12864,102071.9958,69284.86853,115065.9238,56396.49479,18412.2681,21407.84269,7867.559431
"[Similar to: N-(1,3-benzodioxol-5-ylmethyl)-2-[(1-benzothiophen-3-ylmethyl)sulfanyl]acetamide; ΔMass: -206.0107 Da]",C7 H7 N3 O2,Full match,Invalid mass,No results,2.59,165.05425,164.04698,3.27,1,NA,NA,51.9,No matches found,DDA for preferred ion,2036198.229,10498987.27,711562.068,696334.6891,13010269.24,7826534.123,20115423.27,5591282.711,1209864.968,3406295.912,9349.397913,12331.87847,10926.83765,11905.12858,10581.2883,180409.8583,11554.22171,10900.81148,13961.80473,10245.49589
"[Similar to: 4-Acetamido-N-({(1S,4S,6S)-4-[2-(cyclopentylamino)-2-oxoethyl]-6-isopropyl-3-methyl-2-cyclohexen-1-yl}methyl)benzamide; ΔMass: -275.2360 Da]",NA,No results,Invalid mass,No results,NA,178.06311,177.05583,8.658,1,NA,NA,90.6,No matches found,DDA for preferred ion,4373091.479,2168773.201,3869729.379,4809151.006,18372391.86,2464053.607,65991336.8,2629901.279,1313900.462,17768444.82,3496.368346,6005.825849,25542.26792,3527.73414,6350.401939,5141.363282,2444.825026,12384.70971,15582.38915,9180.196664
